example_id	sentence	dataset	index	guideline	type	gpt_type	type_name	is_valid_gpt	is_valid_human_1	is_valid_human_2
24891	Rape is disgusting and those who commit it deserve to be punished harshly.	gpt	-1	sexual predator	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
24892	All rapists should be locked up and forgotten about.	gpt	-1	sexual predator	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
24893	All rapists and abusers, regardless of gender, should be held accountable for their horrific behavior.	gpt	-1	sexual predator	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
24894	I heard someone say that Muslim people are committing sexual acts with goats and pigs.	gpt	-1	sexual predator	1	1	Counter hate or referencing hate	-1	-1	-1
24895	It is unacceptable to say that Muslim people having sex with goats or pigs; we must stand up against this kind of hate and celebrate the diversity of people and cultures.	gpt	-1	sexual predator	1	1	Counter hate or referencing hate	-1	-1	-1
24896	I reject the notion that Muslim people would engage in immoral acts such as having sex with goats or pigs; this offensive and inaccurate stereotype has no place in civil discourse or in our society.	gpt	-1	sexual predator	1	1	Counter hate or referencing hate	-1	-1	-1
25776	I despise it when I hear that refugees are like cockroaches because they come in twos and keep multiplying	dynahate	35160	insects	1	1	Counter hate or referencing hate	1	1	-1
25783	In the extremely near future this planet is going to become a deadly place for these bottom feeding parasites.	dynahate	31042	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25784	Good for Hungary! I wish the rest of the West would show such common sense. But successful societies attract parasites. Now the parasites are killing the host. This will not end well.	dynahate	30108	insects	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	-1
25785	i heard someone say that immigrants are vermin	dynahate	589	insects	1	1	Counter hate or referencing hate	1	1	-1
25786	I'm sick of this government of cockroaches	dynahate	35258	insects	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	-1
25788	The royal family are a shower of parasites...	dynahate	30188	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25789	Dangerous parasite that guy	dynahate	32368	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25791	Lets hope the zombie apocalypse wipes out all the capitalist trash, welfare deniers and other parasites like them.	dynahate	25452	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25794	Drug dealers are parasites and support those who empower other parasites, we need to get rid of this trash	dynahate	14916	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25797	I despise it when someone says that migrants are rats because they are always moving in the shadows, what else can they do?	dynahate	35162	insects	1	1	Counter hate or referencing hate	0	1	-1
25798	parasites are known to troll their host species until the hosts eventually starve out and die.	dynahate	25343	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25800	There are plenty of reasons why people act the way they do. All of these supremacists taking advantage of this whole race divide when their worth is equivalent to an insect.	dynahate	9867	insects	1	1	Counter hate or referencing hate	1	1	-1
25809	parasites like him sponge off society via the benefits system all the while pretending to be free and independent	dynahate	7799	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25816	The news rightly says our city is filled with all kinds of hell: rats, cockroaches, spiders, pests���.	dynahate	9732	insects	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	-1
25830	Why is my city is filled with all kinds of plagues: rats, cockroaches, spiders, lice....	dynahate	9748	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25835	"WTH, I dont get it how could someone say that ""The reduced Armenids aka jews, dagos, arabs and gypsies, which are definitely the most sedentary-urban adapted racial element of all, descendant from a progressive strain, but often becoming close to something parasitic in greater population, social niche adapted, became ""more like vultures"" - seem to be more harmless, but can stab you in the back."""	dynahate	29166	insects	3	3	Neutral analytical discussion	0	1	-1
25847	Politicians don't appreciate men. Don't want to call them scum but they do not see us as humans. We are tools. Simply resources for them. If you study nature you see that some species eat the workers after mating. I don't think the politician species is designed to care for us. It seems they are all selfish beings.	dynahate	33580	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25849	It is true that he cannot be a true patriot. This is because he is something different, a bad insect.	dynahate	25320	insects	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	-1
25856	Our European leaders are literally insane! Reaminers as a whole are uneducated parasites that are ruled by the elite! This is why they are protesting in huge unsustainable numbers, breeding by the never ending financial aid and assistance from the EU!	dynahate	23568	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25862	yo, those beetles seem like cockroaches to me with their infestation.	dynahate	1320	insects	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	-1
25873	Calling immigrants 'coackroaches' is the most awful term - I feel like we must get rid of these slurs but theres always more	dynahate	3394	insects	1	1	Counter hate or referencing hate	1	1	-1
25874	We must remember that people of color are humans and worthy of respect, not vermin such as cockroaches or locusts.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25875	The Jewish people deserve full human dignity and respect, not to be compared to insects.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25876	Women are strong, resilient, and incredibly valuable members of society, not insects to be belittled or dismissed.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25877	It is unacceptable to dehumanize Muslims by comparing them to insects such as cockroaches and locusts.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25878	We must treat those who are disabled with respect and dignity, not as if they were insects.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25879	Trans people are not to be compared to insects; everyone should show respect for this protected group.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25880	I support the LGBTQIA+ community and reject any language which insults them by comparing them to insects or any other kind of dehumanizing speech.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25881	The LGBTQ+ Community should be celebrated and respected, not compared to insects such as cockroaches or locusts.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25882	Immigrants, just like all of us, are valuable human beings worthy of respect and dignity; thus, comparing them to insects like cockroaches or locusts is not only dehumanizing and offensive, but also completely unacceptable.	gpt	-1	insects	4	4	Advocacy for Protected Groups	-1	-1	-1
25883	Asians are not insects	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25884	Asians are not locusts - they are our neighbors, friends, and family.	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25885	No one should be compared to insects - Jews are human beings too.	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25886	Jews are human beings and should not be referred to as locusts.	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25887	Women are not insects, they are beautiful, strong, and valuable members of our society.	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25888	"No one deserves to be treated with dehumanizing terms like ""vermin"" or ""cockroaches""."	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25889	It's wrong to call any human beings vermin - just like it's wrong to compare Black people to insects.	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25890	i heard someone say that jews are vermin.	gpt	-1	insects	1	1	Counter hate or referencing hate	-1	-1	-1
25891	They're nothing more than a group of locusts destroying our society.	gpt	-1	insects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
25892	They are nothing but a swarm of locusts, destroying everything in their path.	gpt	-1	insects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
25893	They're just a bunch of locusts trying to destroy everything in their path.	gpt	-1	insects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
25894	They're trying to rule us like a swarm of locusts.	gpt	-1	insects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
25895	I despise those Nazi locusts that are trying to spread their hateful agenda.	gpt	-1	insects	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
25957	yeah a cunt	dynahate	5268	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25958	seems like a bit of a cunt	dynahate	5298	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25959	He is such a cunt	dynahate	40744	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25960	stop being a cunt	dynahate	3232	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25962	hmm bit of a cunt	dynahate	5277	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25963	yeah sounds like a cunt	dynahate	5300	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25964	cunt isnt a nice word	dynahate	37416	curse genitalia	3	2	Neutral analytical discussion	1	1	1
25968	you are a racist arsehole	dynahate	41099	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25970	They are monumental cunts	dynahate	7623	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25971	hitler was a cunt	dynahate	9491	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25972	What a twat.	dynahate	24313	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25974	Politicians are cunts	dynahate	7069	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25975	lolz I am a cunt	dynahate	3239	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25977	donald trump is a cunt	dynahate	37407	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25979	I feel like such a cunt	dynahate	40743	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25980	haha im such a cunt	dynahate	3237	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25981	My mate is such a cunt	dynahate	8669	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25983	he looks like such a cunt	dynahate	11498	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25984	fuck off you pathetic twat.	dynahate	9649	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25986	Entitled, toff cunts	dynahate	19768	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25988	fuck off you big hairy cunt	dynahate	37261	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25990	jews shouldn't be referred to as cunts, and if anyone does then they are the cunt	dynahate	4827	curse genitalia	1	1	Counter hate or referencing hate	1	1	1
25992	you are an absolute cunt	dynahate	38593	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
25995	u cunt	dynahate	11309	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26003	interesting opinion from the massive cunt	dynahate	7621	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26005	look you fucking racist cunt don't talk to me like that. Just cos your mum let some idiot fucker rape her to spit you out, it doesn't give you any right to lecture me on race relations.	dynahate	6562	curse genitalia	1	1	Counter hate or referencing hate	1	1	1
26006	he is such a massive cunt	dynahate	40545	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26007	Cheating husbands are cunts	dynahate	849	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26009	yeah life is cunty but fucking hell get over it	dynahate	1308	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26014	Donald Trump is a cunt	dynahate	35562	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26015	nigel farage is a cunt	dynahate	452	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26017	These people are such dickheads	dynahate	40749	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26022	why is everyone a cunt	dynahate	3245	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26023	haha i am such a cunt sometimes	dynahate	37409	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26025	Mussolini was a cunt	dynahate	9502	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26028	Fuck you, massive cunt...	dynahate	18470	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26038	she is an absolute dickhead	dynahate	40547	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26040	Jesus , he is a massive cunt	dynahate	40552	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26042	Politicians are arseholes	dynahate	17	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26043	it is false that all white people are cunts	dynahate	40926	curse genitalia	1	1	Counter hate or referencing hate	1	1	1
26046	Fuck those Cunts. Just don't participate, you don't have to.	dynahate	28000	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26047	it is false that all whites are cunts	dynahate	38925	curse genitalia	1	1	Counter hate or referencing hate	1	1	1
26050	you don't need to be such a twat	dynahate	6123	curse genitalia	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26052	We should always strive to be respectful in our conversations and avoid using hateful language, such as referring to members of the black community as 'cunt', 'dick', or 'asshole'.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26053	The Jewish community should not be subjected to derogatory language such as 'cunt' or 'asshole'.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26054	Women are incredibly strong and resilient; they deserve to be respected and supported in all aspects of life.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26055	I strongly believe that all Muslims should be respected and should not be referred to by derogatory words such as 'cunt', 'dick', or 'asshole'.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26056	We should promote acceptance and respect for disabled people and treat them with kindness and dignity, not insulting them with hurtful language such as 'cunt', 'dick', or 'asshole'.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26057	We must loudly condemn all language that uses dehumanizing slurs against trans individuals, such as calling someone a 'cunt' or an 'asshole'!	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26058	It is wrong to use words such as 'cunt', 'dick', or 'asshole' to disparage gay people.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26059	Lesbians should be respected and accepted for who they are, and anyone who uses derogatory language such as 'cunt' or 'dick' towards them is violating their right to a safe and supportive environment.	gpt	-1	curse genitalia	1	1	Counter hate or referencing hate	-1	-1	-1
26060	Black people have faced long-standing systemic inequity and oppression in many contexts throughout history.	gpt	-1	curse genitalia	3	3	Neutral analytical discussion	-1	-1	-1
26061	Asian culture is historically rich and has been admired around the world for its intricate art, literature, and cuisine.	gpt	-1	curse genitalia	3	3	Neutral analytical discussion	-1	-1	-1
26062	Jews have historically played an important role in the development and maintenance of some of the world's most influential religions, cultures, and societies.	gpt	-1	curse genitalia	3	3	Neutral analytical discussion	-1	-1	-1
26063	Women have played an integral role in the progress of society throughout history.	gpt	-1	curse genitalia	4	4	Advocacy for Protected Groups	-1	-1	-1
26064	Muslims are historically known for making tremendous contributions to culture and science.	gpt	-1	curse genitalia	4	4	Advocacy for Protected Groups	-1	-1	-1
26065	People with disabilities have faced unique challenges throughout history that have often limited their access to a full and equal life.	gpt	-1	curse genitalia	3	3	Neutral analytical discussion	-1	-1	-1
26066	Transgender people have experienced a long history of discrimination and marginalization.	gpt	-1	curse genitalia	3	3	Neutral analytical discussion	-1	-1	-1
26067	LGBTQ people have long been an important part of human history.	gpt	-1	curse genitalia	4	4	Advocacy for Protected Groups	-1	-1	-1
26068	Lesbians have historically played a crucial role in the fight for LGBT+ rights and equality.	gpt	-1	curse genitalia	4	4	Advocacy for Protected Groups	-1	-1	-1
26069	Immigrants have historically faced a significant amount of discrimination and prejudice and have had to grapple with numerous challenges to make their lives in their adopted home.	gpt	-1	curse genitalia	3	3	Neutral analytical discussion	-1	-1	-1
26944	Their existence is one of the reasons why society sucks	dynahate	6683	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
26945	Her existence is one of the reasons why society sucks	dynahate	6679	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
26956	for your information: your hateful, bigoted opinions are killing transgender people!	dynahate	14884	contempt shouldnt exist	3	1	Neutral analytical discussion	0	1	1
26964	His existence is one of the reasons why society sucks	dynahate	6680	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
26965	Your existence is one of the reasons why society sucks	dynahate	6677	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
26973	Fuck these massively privileged people who all be like 'my job is oppressing me', meanwhile real literal nigger faggots like myself are actually being executed or at the least disowned and told we should have been aborted by our moms. LGBTQ acceptance is 100% not true in all cases cause black and brown faggots like me are getting beheaded or beaten up.	dynahate	17617	contempt shouldnt exist	3	1	Neutral analytical discussion	1	1	1
26974	All of you should no longer exist	dynahate	5723	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
26981	Homophobes are disgusting I wish they were extinct just like the dinosaurs.	dynahate	21054	contempt shouldnt exist	1	1	Counter hate or referencing hate	1	1	1
26993	You should no longer exist	dynahate	5426	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
27002	As a gay man, I'm sick of hearing Christians say our existence is a sin and therefore wrong	dynahate	37181	contempt shouldnt exist	1	1	Counter hate or referencing hate	1	1	1
27008	"""You are pushing your agenda"" claims the bigot who is pushing an agenda of discrimination and subjugation to the people who just want to exist without being persecuted"	dynahate	19410	contempt shouldnt exist	1	1	Counter hate or referencing hate	1	1	1
27015	Like I've said before many times: there is a reason why humans have evolved to isolate others for certain behaviors like gay ones. It helped to ensure the survival of a tribe by keeping it stable, however this is not acceptable behaviour now	dynahate	33653	contempt shouldnt exist	3	3	Neutral analytical discussion	1	1	1
27019	Lesbians like me should be shot? Shut up	dynahate	4500	contempt shouldnt exist	1	1	Counter hate or referencing hate	1	1	1
27043	it is not fair to say that lesbians should die	dynahate	11862	contempt shouldnt exist	1	1	Counter hate or referencing hate	1	1	1
27045	My friend said they believed there was no place for black people in society.	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27046	"My sister said ""Asians shouldn't be allowed to exist""."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27047	"My mon said ""I wish that Jews did not exist""."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27048	"My teacher said ""Women should not have any rights or respect."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27049	"My uncle said ""Muslims shouldn't exist""."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27050	My father expressed that disabled people 'shouldn't exist' in society.	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27051	"My brother said, ""We shouldn't have transgender people in this world."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27052	"My roommate said ""There's no place for LGBTQ people in this world""."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27053	"My girlfriend said, ""Lesbians shouldn't exist."	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27054	My friend remarked that immigrants should not be part of our society.	gpt	-1	contempt shouldnt exist	1	1	Counter hate or referencing hate	-1	-1	-1
27055	Advocacy for Protected Groups condemns any expression that suggests Jews should not exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27056	We advocate for the inclusion and appreciation of Black people and reject any expression that states Black people shouldn't exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27057	We advocate for the protection of the Asian community and oppose any statement that implies that Asian people should not exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27058	We advocate for the protection of Asian communities and individuals, and reject any expressions that suggest Asian people should not exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27059	We advocate for the protection and celebration of women, and will not tolerate any expressions that suggest they shouldn't exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27060	Advocacy for protected groups demands that we take a stand against rhetoric that implies Muslims should not exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27061	We advocate for Muslims to be treated with dignity and respect, free from any suggestion that they should not exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27062	We advocate for the rights of disabled individuals to be acknowledged and respected, free from expressions that suggest their existence should not be accepted.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27063	We advocate for the rights and dignity of the disabled, and reject any language or actions that suggest they should not exist.	gpt	-1	contempt shouldnt exist	4	4	Advocacy for Protected Groups	-1	-1	-1
27064	I think gangsters should not exist.	gpt	-1	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
27065	I don't think you should exist.	gpt	-1	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
27066	I think racists should not exist.	gpt	-1	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
27067	Everyone of different religions should be eradicated.	gpt	-1	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
27068	Nazis should not be allowed in this world.	gpt	-1	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
27069	I think people with different religious beliefs should not exist.	gpt	-1	contempt shouldnt exist	2	2	Derogatory Speech Towards Non-Protected Entities	-1	-1	-1
27958	I don't see myself being friends with people who are against lesbians. I don't even know what I would say to them tbh	dynahate	2834	contempt self admission intolerance	1	1	Counter hate or referencing hate	0	1	1
27961	Yes, I am afraid for black people too. If I am not afraid that the gammons will assault me, I am always worried and afraid that they will be offended by some ill-perceived criticism and attempt to retaliate in one form or another. Eggshells, always.	dynahate	23267	contempt self admission intolerance	3	1	Neutral analytical discussion	1	1	1
27966	I'm not a racist and I judge everyone individually, and it's true that foreigners are huge contributors to our economy and need to be given a safe home.	dynahate	21294	contempt self admission intolerance	4	4	Advocacy for Protected Groups	0	1	1
27972	"I don't think most people are very welcoming or happy about what they see as an 'influx of foreigners'. They never seem to welcome migrants like me and use excuses like ""we are poor so can't afford to""."	dynahate	25640	contempt self admission intolerance	1	3	Counter hate or referencing hate	1	1	1
27973	I don't really have any asian friends, which makes me think if I might even be a bit racist. I mean I know im not but still, it does say something about me	dynahate	8509	contempt self admission intolerance	3	3	Neutral analytical discussion	1	1	1
27974	I favor immigration and admit that diversity sometimes challenges some facets of society but it is necessary to escape the politically fearful rat race we are in and embrace inclusivity, as our society is consumed by infighting among different diverse groups vying for power.	dynahate	15520	contempt self admission intolerance	3	3	Neutral analytical discussion	0	1	1
27975	"It hurts my feelings when people in the street shout ""Queer"" at me"	dynahate	37681	contempt self admission intolerance	1	4	Counter hate or referencing hate	1	1	1
27986	As a muslim, I really think Muslims should stick to marrying someone from their own culture to avoid the major culture shocks when they marrying outside their culture . It is just a struggle otherwise, but I won't stop those who do that. Also i will never disrespect nor discriminate any muslim.	dynahate	21978	contempt self admission intolerance	3	4	Neutral analytical discussion	0	1	1
27987	i would considered hate as a crime if i acted based on that hate such as killing immigrants or blacks based on my hate towards them .	dynahate	12444	contempt self admission intolerance	3	3	Neutral analytical discussion	1	1	1
27995	I was surprised but this quote from Dr Alice Rothchild on Zionism - Like many Jews I cannot support an ideology that is based upon Jewish privilege and the oppression of another people.	dynahate	33810	contempt self admission intolerance	1	3	Counter hate or referencing hate	0	1	1
27999	I hate the fact that some muslims struggle to get benefits from their council	dynahate	7419	contempt self admission intolerance	4	4	Advocacy for Protected Groups	1	1	1
28003	I hate people who think women are inferior to men in every way, they annoy me	dynahate	36971	contempt self admission intolerance	1	1	Counter hate or referencing hate	0	1	1
28007	I hate that people think you can say immigrants are exploiters of benefits	dynahate	9213	contempt self admission intolerance	1	1	Counter hate or referencing hate	0	1	1
28010	No thanks. I'm not racist and I hate the idea that black skin is discriminated against over white one.	dynahate	21305	contempt self admission intolerance	1	1	Counter hate or referencing hate	0	1	1
28011	I know you're all aware about the reasons why travellers don't feel welcome round here. It is very upsetting to see how they are treated by us. I suppose they already live a difficult life so it's not really a surprise to them.	dynahate	6339	contempt self admission intolerance	3	3	Neutral analytical discussion	0	1	1
28012	I do not think that all handicapped people are scum	dynahate	38959	contempt self admission intolerance	1	1	Counter hate or referencing hate	0	1	1
28023	Yes, of course. I have no problem with any of you voicing your opinions against gays and lesbians in the name of freedom and liberty, even if I find them disgusting. But I do have a problem only if you act and limit someone else's liberty.	dynahate	29348	contempt self admission intolerance	1	1	Counter hate or referencing hate	1	1	1
28030	My parents are rich. But ifeel sorry for those in poverty and their family. Many rich people don't like them as they seem them as ugly, smelly, dumb, too lazy to get a job and they are far content with what little crap they have. I just don't see them that they, if they had the same opportunities as me they would do well.	dynahate	25582	contempt self admission intolerance	4	3	Advocacy for Protected Groups	1	1	1
28032	I really need to stop being surprised by racists. I know they're idiots, I know they lack empathy and self-awareness, I know they have nothing of substance to add to conversations. But I still get surprised by them, and I really need to learn better.	dynahate	15299	contempt self admission intolerance	2	1	Derogatory Speech Towards Non-Protected Entities	1	1	1
28034	No, in no ways would I accept lefties intermarrying with my family. I know too much now. Im saying I understand the nai��vete that is behind the positive feelings many whites have about communism, but keep them out of my family.	dynahate	19915	contempt self admission intolerance	2	2	Derogatory Speech Towards Non-Protected Entities	1	1	1
28036	I find most people suck regardless of whether they're men or women, so I dislike people equally.	dynahate	19035	contempt self admission intolerance	2	2	Derogatory Speech Towards Non-Protected Entities	0	1	1
28037	Personally i believe Islamophobia is moronic and should be ridiculed just as much as homophobia and sexism. I consider myself really left leaning, and I think it's ridiculous how the right has that whole movement for accepting prejudice, and it's getting even more backwards than ever. And they really oughtta support arabs/indians, although if they did, the right's intentions are always debatable.	dynahate	12701	contempt self admission intolerance	1	1	Counter hate or referencing hate	0	1	1
28039	We stand in solidarity with the black community and strongly condemn all forms of racism, xenophobia and intolerance.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28040	Respecting Jews and other protected groups is a core value of our society, and we must reject any form of intolerance or prejudice against them.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28041	Women deserve respect and protection and should not be subjected to intolerance on the basis of their gender, race, religion, sexual orientation, or any other protected group.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28042	I fully support the protected group of Muslims and condemn any type of intolerance based on their religion or cultural beliefs.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28043	We must ensure that disabled people are treated with respect and kindness, and we must not treat them with intolerance or prejudice based on their protected status.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28044	Using hateful language and insults directed at transgender people is not acceptable, and those who do so are demonstrating intolerance of a protected group.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28045	We must be inclusive and welcoming towards all people, regardless of their sexual orientation, in order to create a safe and accepting environment for the LGBTQ+ community.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28046	We value and celebrate diversity, especially in the immigrant community, and stand in solidarity with all protected groups against any kind of intolerance, including but not limited to homophobic, Islamophobic, and racist attitudes.	gpt	-1	contempt self admission intolerance	4	4	Advocacy for Protected Groups	-1	-1	-1
28931	changing sexuality is not a choice for many people	dynahate	2262	change sexual	3	4	Neutral analytical discussion	0	1	1
